CPF,horas_atuando,duble_cpf,seguidores_instagram,seguidores_twitter
37879744528,500,29170401634,34669,80710
77830054554,2500,,47141,97369
99709710907,12000,51510745334,10682,31055
12798023789,100,66326628494,80819,91194
96377740868,100000,,13767,98967
83256188432,1000,66262599503,26862,66978
81429158685,100,92798179394,51712,38822
17386739492,5000,,76322,19030
64230942211,50000,,5829,4477
46813877068,50000,84371237961,62665,66446
63009218256,1000,43026728005,56076,68484
85765509843,100000,,62861,99667
37788818690,2500,71584668816,96748,2253
75479820884,5000,70794569062,34755,70260
81779982895,100,87532787444,82252,82757
75376012119,2500,,54037,95239
89854804306,500,81116124351,56233,26856
87710120125,15000,94903851157,78635,20832
14179316512,500,,86485,24060
70579156214,100,13131335050,1761,9298
24153184864,500,54418909227,30231,35017
24812095781,50000,,67817,87347
86224277096,500,62760707153,44255,58045
46754936041,100,,62556,30936
47090912684,100000,41298466195,52996,63214
79333055045,500,20734332164,81615,37004
69452746339,2500,39112164143,8454,80305
64064794845,100,,73231,45566
28315808312,500,10166936668,98877,53524
14716055953,500,35560219022,44085,68623
78548194160,50000,,97074,16207
57832427253,12000,,11258,45293
26942001771,500,36942882625,76113,56689
72477761432,1000,23373480395,46332,69712
67364439359,20000,77296802668,30416,50745
34559059162,20000,,76584,66940
64265911561,2500,61722686422,55199,77209
90890950346,5000,31068161478,42171,35426
74372600409,12000,91117907889,45390,37311
16860843796,5000,86224277096,29291,2015
61835166776,5000,58230783451,21485,52642
51011969860,100000,80549556253,8549,18882
69087126533,500,,97442,90624
79604724905,100000,,93157,95009
96328638819,5000,,66027,6110
53855118485,5000,,58056,30500
47893752972,5000,43373762551,98154,40046
34842120371,500,,66697,62034
24256974823,100,26808606819,11509,520
11147492715,100,47164168052,87463,18217
86760157602,15000,,1740,4550
46875579513,5000,87532787444,38136,81892
32132961242,12000,,36416,46527
88370435471,100,,82820,37754
31797713910,1000,,68287,21023
20383956553,2500,,98546,74613
77567730458,5000,,57275,29500
56630730822,100000,67594261729,14946,56375
12526808985,500,48775684911,74016,15273
34581188228,100000,,38016,84543
44712595903,2500,80870115573,1689,95083
79260357398,20000,,42367,54097
97109507314,15000,,29672,28095
40697684591,1000,82739085300,70226,6303
91527037652,2500,35921403523,88495,63242
17062275839,50000,37934155451,83580,56689
29313626940,100,,84258,25139
30375298923,12000,,60108,99763
29638734646,15000,81371127715,28587,79528
85909883305,1000,29831054933,28108,47439
69620154053,100,43734876260,48655,19047
72834897377,1000,15345315285,76279,9770
31454431459,100000,84389228770,59624,68473
28987782317,2500,56827053184,4717,18656
64276887174,2500,,83686,71099
85650898348,5000,,64601,31833
82587390539,500,26887795069,44147,24733
99411025656,100000,54074186084,14120,14477
60515590699,100,64475301215,16145,63573
77387171957,500,51725498788,55547,4838
44732183654,5000,70861856830,90311,99284
45364868180,20000,57995919742,58567,7240
36674683503,2500,32247866860,47401,88065
79574736364,1000,25317383863,24102,76978
51645154901,5000,63009218256,63621,93087
36700250107,5000,31177998350,26053,52727
83510346687,500,93459511598,80806,91209
51424118819,500,40456639194,72802,87461
87549805687,2500,41701345367,58970,67091
38278740993,12000,,76059,98173
67077232577,1000,84389228770,27191,73912
35483114057,20000,,32091,43290
97665709724,12000,,18575,24063
13963474376,12000,,92806,86755
85383626495,20000,34204444604,14626,97238
91910462912,1000,,2885,57295
66085973796,2500,,53278,84928
68990882149,1000,61447404308,57793,16847
28380425535,20000,90724417702,9226,82174
91760878425,2500,26476651245,1632,82874
59683054586,1000,40456639194,59906,2391
43333858321,1000,,7768,40953
79687615145,100000,47780404952,44540,74003
28248148323,5000,97258090438,98767,94042
86545067790,15000,96343350857,4657,97022
71446478471,100000,52504032978,46263,78188
95013091249,500,47164168052,3257,34237
72089320990,50000,,69641,88527
16416570824,5000,57995919742,80967,63806
29090893606,20000,62597020495,6842,18318
35601832794,15000,,23396,39745
31347218498,50000,10529066428,93419,28690
44269671133,15000,63009218256,84506,10688
62925261881,12000,,92917,77336
50086383279,100,26476651245,46918,90686
94531595341,20000,85256945093,17831,40373
87992837840,15000,25799519248,73785,44807
32933947985,12000,,27950,29359
76701223181,500,71368514728,22380,67469
10120210680,20000,,46535,6405
11964643597,500,28380425535,57763,22432
52393915223,1000,69789969049,76420,65741
55592651813,2500,82362981633,55586,36519
59146897294,5000,56827053184,30648,96910
71721538031,50000,,84262,14121
41831418038,1000,,13618,69665
45292898550,2500,32738046924,94793,93956
56185404896,1000,48656612712,48633,80831
11993442561,15000,,11967,63845
15137782869,5000,,78518,6069
88735693470,15000,80870115573,91437,72042
19635852399,1000,88964614223,15170,2126
28944125587,1000,21294093021,27096,93588
17509696476,50000,83256188432,79766,35495
96511618492,100000,,26669,86569
21182417653,2500,,91360,47287
33143513184,50000,,98480,3807
68300344680,12000,22059811554,91951,90796
81550002098,15000,92798179394,43366,28224
94580911540,12000,54330503131,5431,33567
46392696683,100,,10878,41666
60237396683,5000,,10989,34989
80031940445,100,,98972,17651
93231475925,20000,62045704274,67971,65976
85768512007,500,19419109940,27910,40106
57057623477,1000,,92197,39661
65045738723,100,81429158685,71219,34380
97837178320,100,,8275,96782
17772244466,15000,53047130359,79487,46220
99954602271,1000,34778442825,24562,63985
38412108063,12000,41831418038,77668,90745
57664560790,15000,,4894,11753
38860669292,15000,97258090438,78329,29963
39537809977,5000,40078778419,41993,68285
61215341211,5000,85236814996,92810,39279
33681989039,100,36500162472,10431,78470
22928277147,100,88909017599,4458,75563
56184324649,500,,30443,33554
34577563290,500,22013176367,64196,15206
56792994409,500,36828837352,7191,77395
58564719950,1000,41222469055,78374,51650
46333837937,500,15242876081,906,32539
35267123754,50000,,21410,18928
75482755646,2500,35466629278,10312,27536
91352015230,1000,70218968909,758,27186
80113060323,2500,34204444604,83746,80054
15837804619,500,,17296,10306
13455402411,5000,25799519248,48560,76971
19270728581,100,,52407,49401
37395273744,15000,49355458600,40456,88176
46899675705,100000,,52084,70758
32416479733,12000,,3489,50184
70881243899,2500,74208381818,26443,81972
32265895911,5000,29316280832,93438,96626
50914677550,5000,26152062636,27966,57789
38734098503,100000,50843603333,68595,48481
35318958282,50000,,49917,38866
59964523661,500,42895316380,51352,54438
66314637773,5000,43685706708,80444,88459
63565431530,100,12607484537,57074,89342
96297465145,100,21724050762,34292,88236
57262923857,12000,,67172,2458
56386050317,100000,,83675,20784
82516186865,20000,,61071,17047
87222921944,20000,,99832,13721
57045876384,1000,,65368,97298
67793029376,50000,47028322653,40590,23053
23243755057,15000,45705479281,85455,56978
92125799026,5000,55171964778,95982,41424
81643625356,20000,31068161478,19268,94596
16039048070,500,62425732288,66790,88149
46088376222,12000,12526808985,16925,64596
19338976552,500,46696393159,64423,82319
77285566329,50000,81155604837,57026,20874
36137768993,2500,34204444604,52597,46561
18368144523,5000,,77122,54060
49045693371,1000,,8517,77639
21915869151,500,81498287090,79899,11926
44145717225,1000,48410957545,20777,72071
92263698934,2500,43685706708,27494,6417
58232667547,15000,64626341457,28958,49378
74224015818,2500,,96483,99233
59552671627,12000,10375669601,52694,77740
91372341637,15000,,85635,16728
14155409969,100000,29411041689,37878,67345
88479902295,2500,78791943283,11822,18009
64156621673,100000,85759887942,13590,32151
35310329747,50000,96596195871,66330,63770
58863277521,50000,21691518650,25847,97820
41657918155,2500,13203198511,56537,86129
73584586304,1000,83910667036,24104,84313
21647712200,15000,68990882149,67219,33609
36461687693,50000,49045693371,48719,13694
47855477410,100000,,38085,10032
98627221059,15000,,78323,81325
25412153852,100,67872139744,68562,44240
61940702781,5000,62925261881,43469,63990
88962987618,20000,29170401634,44213,66425
31251290345,15000,93818621970,43871,14870
19547112587,50000,96645802364,73989,42220
75541817304,2500,68193686451,39381,78004
67415917928,100,10631671945,65688,5060
99368714203,12000,,39236,14191
70848405302,20000,17386739492,49686,97967
52417567889,2500,34392546280,74309,44947
53283169776,50000,15511958420,7666,5336
93279806802,15000,60574284944,60370,13000
95184137707,12000,10324306622,13620,1217
38513672073,100,,29395,47358
37827652565,100000,49780687156,78648,16404
23886410044,100000,35951771680,30277,38866
98638676419,50000,23622700638,77150,72297
11324764766,500,93279806802,11114,83690
13521857116,12000,37963161154,25799,64776
72617038621,100,87497096798,49274,65334
20017499021,500,,86341,19535
77558730642,5000,97665709724,23835,63057
28749512182,100000,26975901648,28693,82527
73018196925,12000,28380425535,39718,57023
16874393641,50000,,69991,89097
54789173576,1000,60946683063,79245,8576
11728888310,100,,10878,29629
44110486347,50000,,23791,39022
37942632325,20000,,82476,63527
21844189219,500,91954644894,64981,20137
33509241125,100000,,6152,51155
39482013557,100,82708077943,16342,26211
37230332641,50000,61849465247,44212,3959
85728311303,12000,23886410044,36656,99767
23259898287,2500,71874930060,19252,47203
31629268465,12000,37230332641,12136,20149
65585711957,100000,13045619909,13106,83316
39913188128,5000,35267123754,86213,66172
81353272095,5000,54789173576,66823,56066
51640622829,15000,19985507570,8819,93716
21569651061,12000,58268421660,8822,79972
29500448295,5000,19547112587,91953,62373
18498692105,500,23040737484,78299,65167
35266727974,50000,30826989924,76065,57746
80946603325,2500,,24673,31687
53872035044,2500,66181908300,4292,7193
69690408010,15000,12108527568,31496,8639
33742077597,15000,74099372964,5654,19832
81623886445,100,11458164982,21104,29691
18710072612,1000,,7690,11135
79374521122,2500,36365219700,25159,55049
50898139839,15000,97258090438,78979,70611
35716967694,100000,34257719694,25674,86159
51817753127,20000,,36690,70079
24143191182,50000,,41282,7279
62243963485,500,,12558,1170
19116964058,5000,17913176350,68473,36894
81463941476,500,86224277096,17213,26665
61189799650,12000,70993336685,20966,74379
57926243483,100,,65919,65389
12406152367,100000,,81691,74845
41962073052,20000,91452467188,25078,30690
72240077676,15000,87221634739,17915,37528
91554626825,2500,,46416,60118
71468537653,12000,89782104555,91927,88024
33346519084,50000,56630730822,50306,42327
49796231688,100000,,39165,3740
27721175870,100,19338976552,6245,21911
69451499817,500,,24463,5420
85979273539,100000,19752186774,28728,38646
58276437356,100,,80014,35163
60315825505,500,,9493,33890
41752753732,20000,31473391829,89650,95354
82738085080,2500,29500448295,48002,92048
84399154241,12000,,63311,97585
60950497752,2500,59597865768,9698,14108
54958894864,15000,,78503,43203
51001930870,20000,,12000,37117
52439637861,1000,85768512007,68848,38657
52658895623,5000,61591819045,72931,30244
68359200296,50000,15178614644,20808,39295
72814186189,5000,,30795,46312
61837171440,12000,,88100,93633
11294272322,50000,,65058,28795
99579863935,1000,28380425535,16354,99408
76104509430,12000,55649958276,52254,52615
78131250801,1000,53286506318,18795,39607
65033984459,15000,65687270990,65570,66352
61754284689,12000,70993336685,16608,88004
11384088069,100,74713138453,14411,40819
52834981628,100000,,31531,98349
37061525436,100000,88386181550,28902,8935
27336499986,100,26315031125,15083,61471
26250706139,12000,66485543423,7577,56834
63230648678,100000,50411067514,44427,59706
16388437639,100000,,93305,46193
53770467784,100,65862816230,3283,25756
99436132406,15000,97543734378,44913,47277
42019947531,15000,,65650,65712
77025342702,100000,58502056965,29788,31325
15122229115,1000,52439637861,92898,41011
61863893324,2500,50157172630,62003,55490
20928066335,1000,37061525436,32247,16818
74650910788,15000,35392985277,21101,92857
41934512990,12000,27469810221,51411,20142
56563327615,12000,76433885604,72706,65857
83322227693,1000,51817753127,92717,38660
35342106691,500,47228205564,3241,41433
72941842435,50000,63565431530,84276,51776
78154601290,100000,,56094,72431
63147760040,50000,,25321,5881
87785561330,100000,23708480278,2315,74979
87460533024,500,79992818758,51033,93869
28777995825,50000,96501290161,8140,76394
17843954212,5000,94580911540,36015,95870
86550035463,50000,49045693371,1879,45841
74120998597,100,,66357,66002
85326135396,100,52679990828,66794,78081
14637816618,2500,,15779,99073
44186059751,12000,,92269,74554
39944703379,15000,,75497,24468
64342074706,500,27721175870,10136,86708
90058838356,20000,,4986,6512
58833557636,100000,,30434,10716
16015252609,100,,14126,7595
73938937360,1000,,63446,64453
34686241310,5000,21294093021,86294,25539
28682359130,2500,36461687693,77285,90231
29568156042,12000,37879744528,2559,25803
12065346065,1000,26942001771,37863,82183
61270491968,20000,,6483,84303
47533336628,5000,86550035463,23877,48085
68146984878,20000,55826333137,14783,32920
52589848300,1000,,523,40018
57747801730,20000,23259898287,91846,56795
17520522675,100000,76499201773,13043,83994
37872244033,2500,,92818,20955
21506771760,100000,56827053184,98850,23346
61617630195,100,16671534897,83083,69255
81306050074,2500,,65056,35875
95890643190,15000,,48482,10918
43872114542,15000,,14090,74738
52403727321,50000,,11389,82526
18904050864,100000,34446613246,12705,95143
40023706351,20000,61219644518,14250,95412
97304670601,100,72477761432,93817,34578
24426491358,500,88851563420,52151,94645
29767831292,2500,88964614223,35553,46390
84305164081,2500,,67038,25150
69921136018,15000,36700250107,90810,70696
94376274859,2500,36500162472,77025,21799
64853294758,100000,27336499986,92733,90504
46197703667,50000,11781085646,40151,85928
