CPF,codicao_socioeconomica,regiao_geografica,posicao_politica,religiao
54833032637,classe baixa,nordeste,esquerda,catolico
46938061276,classe baixa,nordeste,direita,espirita
80805359317,classe alta,sudeste,esquerda,catolico
15016988403,classe media,centro oeste,centro,budista
64693402770,classe baixa,norte,esquerda,espirita
22363248422,classe media,sul,centro,catolico
81124375552,classe baixa,norte,centro,espirita
30382770991,classe alta,norte,direita,catolico
59628855334,classe baixa,nordeste,centro,judeu
29458187135,classe baixa,nordeste,esquerda,espirita
81396289435,classe alta,centro oeste,centro,espirita
81390231952,classe baixa,sul,direita,espirita
33043513314,classe media,sul,centro,catolico
57383084428,classe alta,sudeste,direita,catolico
58033575806,classe alta,sul,direita,budista
66053285480,classe media,norte,direita,espirita
77141009732,classe media,sudeste,esquerda,budista
46569562646,classe baixa,nordeste,centro,espirita
37203035331,classe baixa,nordeste,esquerda,espirita
19372743339,classe media,centro oeste,esquerda,budista
51510745334,classe media,sul,direita,judeu
73501637411,classe media,centro oeste,centro,judeu
90214287935,classe media,norte,centro,catolico
47001078230,classe alta,nordeste,direita,catolico
51884432226,classe media,nordeste,centro,catolico
66214004417,classe media,norte,direita,budista
23737366991,classe baixa,centro oeste,direita,judeu
44223069403,classe media,nordeste,esquerda,catolico
84702169372,classe media,sudeste,direita,espirita
23386969078,classe media,norte,direita,judeu
35003794869,classe baixa,norte,esquerda,budista
92140029145,classe alta,sul,esquerda,judeu
61746043831,classe alta,centro oeste,esquerda,catolico
82798458861,classe baixa,norte,direita,espirita
27963531454,classe baixa,sul,centro,budista
50645834425,classe baixa,sul,esquerda,budista
81498287090,classe media,sul,centro,judeu
47900119499,classe media,sudeste,esquerda,catolico
56672837188,classe baixa,sul,esquerda,catolico
64234508779,classe media,centro oeste,centro,espirita
59966854208,classe media,nordeste,centro,catolico
46691797672,classe baixa,sul,centro,catolico
54848510093,classe alta,sudeste,centro,budista
24032669919,classe alta,norte,centro,budista
45314620667,classe baixa,sul,esquerda,espirita
67042596032,classe media,nordeste,centro,judeu
64639668313,classe media,nordeste,esquerda,budista
36311184830,classe alta,centro oeste,centro,espirita
83668110031,classe media,sudeste,centro,espirita
25112047051,classe media,norte,direita,budista
80358968452,classe alta,centro oeste,esquerda,catolico
61715347274,classe baixa,sudeste,direita,judeu
12877325441,classe media,sul,centro,budista
82002447327,classe baixa,sudeste,centro,judeu
30762475869,classe alta,sudeste,centro,espirita
21003711377,classe baixa,centro oeste,esquerda,espirita
19287956323,classe media,sudeste,esquerda,budista
79726547019,classe alta,centro oeste,esquerda,espirita
27683788854,classe media,centro oeste,esquerda,espirita
56535197382,classe media,centro oeste,direita,catolico
21002850434,classe alta,nordeste,esquerda,espirita
87687987213,classe alta,norte,direita,catolico
86178059663,classe alta,sudeste,centro,budista
55416393067,classe alta,sul,esquerda,judeu
45500146421,classe media,sul,centro,judeu
54218240366,classe alta,nordeste,direita,budista
28840092274,classe alta,sul,centro,espirita
59996488632,classe media,norte,esquerda,judeu
76267576509,classe alta,sudeste,direita,judeu
42231187469,classe media,centro oeste,direita,catolico
64701108376,classe alta,norte,esquerda,judeu
20204952238,classe baixa,sul,direita,budista
53407877598,classe baixa,sul,centro,catolico
56449540574,classe media,norte,centro,espirita
68343262350,classe alta,nordeste,esquerda,espirita
16829674809,classe baixa,sul,esquerda,judeu
94752051398,classe alta,sudeste,esquerda,espirita
67156697337,classe baixa,nordeste,esquerda,espirita
95474308845,classe media,sul,direita,budista
47528070479,classe alta,sudeste,centro,catolico
64014243634,classe alta,sudeste,direita,espirita
82440867662,classe media,nordeste,esquerda,judeu
71997830149,classe alta,sudeste,direita,judeu
42895316380,classe baixa,norte,centro,catolico
46244561224,classe media,nordeste,direita,budista
13203198511,classe alta,nordeste,centro,catolico
42985754751,classe alta,nordeste,esquerda,budista
49646128088,classe media,norte,direita,espirita
47310095892,classe media,sudeste,centro,catolico
99532116920,classe media,nordeste,esquerda,catolico
55035684993,classe baixa,sudeste,esquerda,espirita
51357547838,classe baixa,sul,direita,judeu
43219815148,classe media,sul,direita,judeu
99546243408,classe alta,sul,centro,budista
60372719419,classe baixa,norte,centro,judeu
46969950227,classe media,centro oeste,centro,espirita
98244044924,classe baixa,nordeste,centro,espirita
97178676489,classe media,norte,centro,espirita
95419594265,classe baixa,nordeste,esquerda,catolico
75643691481,classe alta,nordeste,direita,catolico
85028340171,classe baixa,sul,direita,catolico
21639110588,classe media,sudeste,esquerda,judeu
51886560344,classe media,centro oeste,centro,espirita
27394325598,classe alta,sudeste,esquerda,catolico
23462476759,classe media,nordeste,centro,budista
23461090330,classe media,sul,esquerda,espirita
63665295346,classe media,centro oeste,centro,budista
63143255026,classe baixa,sul,centro,espirita
15375261742,classe baixa,sul,direita,budista
29406863092,classe media,centro oeste,direita,budista
63245306571,classe media,sudeste,centro,catolico
34642122136,classe alta,centro oeste,direita,catolico
77149674326,classe media,nordeste,esquerda,budista
60624978321,classe media,sudeste,direita,budista
46036986279,classe baixa,sul,centro,espirita
19928579929,classe media,nordeste,esquerda,budista
94746089276,classe media,sudeste,centro,espirita
64556787975,classe baixa,nordeste,centro,budista
12274391719,classe alta,centro oeste,direita,catolico
87034751668,classe alta,norte,centro,catolico
49323512561,classe media,norte,centro,judeu
76805584714,classe baixa,centro oeste,centro,catolico
88013211547,classe alta,norte,direita,judeu
61569131980,classe baixa,sudeste,esquerda,catolico
85876736195,classe alta,norte,esquerda,judeu
58846791391,classe baixa,sul,centro,espirita
14847644406,classe media,sudeste,esquerda,judeu
21488607388,classe alta,norte,esquerda,judeu
80880161806,classe media,norte,centro,catolico
61170269338,classe baixa,nordeste,centro,budista
82037417815,classe alta,sudeste,direita,judeu
59179276963,classe media,norte,centro,espirita
60679671591,classe alta,nordeste,centro,budista
69745245719,classe media,sul,centro,budista
58610506858,classe baixa,sudeste,centro,judeu
83752311204,classe alta,sul,direita,budista
45308113607,classe baixa,sul,direita,catolico
92739938797,classe media,centro oeste,esquerda,catolico
53122402020,classe alta,nordeste,centro,judeu
71285430240,classe baixa,sudeste,esquerda,espirita
47780404952,classe media,sul,direita,catolico
60414872565,classe alta,sudeste,esquerda,budista
18572067779,classe baixa,norte,centro,espirita
36468744813,classe baixa,norte,direita,judeu
56152785787,classe baixa,nordeste,direita,espirita
92257829837,classe media,sul,esquerda,catolico
14227489300,classe baixa,sudeste,esquerda,budista
60778650260,classe media,nordeste,direita,catolico
15136455798,classe alta,centro oeste,centro,espirita
67617237370,classe baixa,nordeste,esquerda,espirita
62899571656,classe media,sul,direita,budista
14098457384,classe media,norte,esquerda,catolico
71395389072,classe alta,nordeste,direita,espirita
25343079927,classe alta,centro oeste,esquerda,catolico
92871339149,classe baixa,centro oeste,direita,espirita
22533228993,classe media,centro oeste,centro,budista
51803356318,classe media,nordeste,direita,espirita
26871346932,classe alta,nordeste,direita,espirita
16532549779,classe baixa,nordeste,esquerda,espirita
74375012189,classe baixa,centro oeste,esquerda,espirita
33338470396,classe alta,sudeste,esquerda,catolico
16356350999,classe alta,norte,esquerda,budista
42394435348,classe baixa,sudeste,direita,budista
53218583095,classe baixa,sul,centro,espirita
96491514645,classe alta,nordeste,centro,catolico
29518797915,classe media,sudeste,centro,espirita
76722545983,classe alta,nordeste,direita,catolico
83604780512,classe baixa,centro oeste,centro,catolico
70417243468,classe media,sudeste,esquerda,judeu
71927349347,classe media,nordeste,esquerda,espirita
42683610630,classe media,sul,direita,espirita
68962185220,classe media,norte,centro,judeu
75714247734,classe media,sudeste,esquerda,catolico
57568948290,classe alta,sul,esquerda,espirita
76065017785,classe baixa,norte,centro,espirita
24724197019,classe alta,norte,direita,judeu
61866554880,classe baixa,norte,esquerda,espirita
83693072216,classe baixa,norte,direita,espirita
52640252119,classe media,centro oeste,direita,budista
51512901588,classe media,norte,esquerda,espirita
91850552254,classe alta,sul,centro,catolico
13151387959,classe alta,norte,esquerda,catolico
40833114729,classe alta,sul,direita,judeu
87013839409,classe baixa,sudeste,centro,catolico
19927482323,classe media,centro oeste,direita,catolico
49724157107,classe baixa,nordeste,esquerda,budista
25891758542,classe media,centro oeste,direita,budista
29314457893,classe alta,norte,direita,judeu
78990233102,classe baixa,nordeste,direita,catolico
10324306622,classe media,sudeste,direita,espirita
62063226078,classe alta,nordeste,esquerda,espirita
72437070850,classe baixa,sul,centro,catolico
94020685123,classe alta,sudeste,direita,judeu
95053474402,classe baixa,nordeste,direita,judeu
89838852577,classe media,sudeste,centro,budista
48119005953,classe media,nordeste,esquerda,budista
77815516307,classe baixa,nordeste,direita,catolico
22897364440,classe media,centro oeste,esquerda,espirita
75984787827,classe alta,nordeste,esquerda,budista
25492454011,classe baixa,sul,direita,judeu
13687828372,classe media,sul,centro,judeu
50320370235,classe alta,centro oeste,direita,catolico
22729206938,classe alta,norte,esquerda,judeu
22446516715,classe baixa,nordeste,centro,catolico
81863307895,classe alta,nordeste,esquerda,budista
62425732288,classe baixa,centro oeste,esquerda,budista
87895947980,classe baixa,nordeste,direita,budista
63146144521,classe media,centro oeste,esquerda,espirita
35855340221,classe media,sul,direita,budista
65227645300,classe media,centro oeste,esquerda,judeu
12232888394,classe alta,sudeste,centro,espirita
37257870512,classe baixa,centro oeste,centro,judeu
78368316397,classe media,sul,direita,judeu
67757048351,classe alta,sudeste,esquerda,catolico
39078694788,classe alta,centro oeste,centro,budista
29169094089,classe alta,nordeste,centro,espirita
57430765716,classe alta,sudeste,centro,budista
58696264252,classe alta,sul,esquerda,catolico
26582726228,classe media,nordeste,esquerda,catolico
75097007374,classe media,sul,direita,budista
78048323149,classe media,sul,centro,judeu
67031976749,classe alta,sudeste,esquerda,catolico
45617638931,classe baixa,norte,centro,catolico
67643542246,classe alta,nordeste,esquerda,judeu
50870175323,classe baixa,sudeste,centro,espirita
21368384314,classe media,sudeste,esquerda,catolico
41174951366,classe alta,sudeste,centro,espirita
22915724130,classe media,norte,direita,budista
60076303196,classe baixa,nordeste,direita,budista
86934145347,classe baixa,sudeste,centro,budista
71963039489,classe alta,norte,centro,judeu
68046269414,classe alta,centro oeste,centro,judeu
68602941234,classe baixa,nordeste,centro,budista
83937055880,classe alta,nordeste,direita,espirita
63296167913,classe alta,sudeste,centro,catolico
36472557937,classe alta,sudeste,direita,catolico
80018405610,classe baixa,sul,direita,espirita
27919827640,classe alta,sudeste,centro,judeu
61052487331,classe media,sul,esquerda,budista
13939226261,classe alta,centro oeste,centro,catolico
41488123407,classe alta,norte,esquerda,catolico
17323438023,classe baixa,nordeste,direita,catolico
88611435104,classe baixa,nordeste,direita,catolico
21693770860,classe alta,nordeste,centro,budista
24728181999,classe baixa,centro oeste,direita,budista
68009939534,classe baixa,sudeste,direita,catolico
50386285886,classe baixa,sudeste,centro,catolico
36942882625,classe baixa,sudeste,centro,budista
25969173823,classe baixa,sudeste,centro,budista
14419097997,classe media,nordeste,esquerda,judeu
91154497526,classe baixa,sul,esquerda,catolico
68225903942,classe media,sudeste,centro,budista
86442209428,classe baixa,centro oeste,direita,catolico
25496401934,classe media,sudeste,direita,espirita
90113632138,classe alta,centro oeste,direita,espirita
45350218721,classe alta,sudeste,direita,judeu
76499201773,classe media,sudeste,esquerda,catolico
83619362647,classe media,sul,centro,espirita
93171386629,classe media,centro oeste,centro,espirita
29839484312,classe media,sul,direita,budista
46774460630,classe alta,sul,centro,judeu
80070436234,classe baixa,centro oeste,esquerda,judeu
40584996338,classe alta,sudeste,direita,catolico
29640562415,classe media,sul,esquerda,budista
59267581200,classe baixa,centro oeste,centro,espirita
61421686010,classe baixa,nordeste,esquerda,espirita
79335567424,classe alta,norte,centro,budista
28373865114,classe baixa,centro oeste,esquerda,budista
39456819339,classe alta,norte,centro,judeu
45313540596,classe baixa,norte,direita,catolico
